x,y,mean_speed,mean_motion_angle,var_speed,var_motion_angle,coef,weight
-41.09400177001953,-2.753999948501587,1.5367166996002197,1.9988423585891724,4.223729133605957,2.602001428604126,0.01714002713561058,0.0039243497885763645
-41.09400177001953,-2.753999948501587,1.672210931777954,3.0096688270568848,0.3071478009223938,0.0525524839758873,-0.33034342527389526,0.9957503080368042
-41.09400177001953,-2.753999948501587,1.2603280544281006,0.32343992590904236,0.3402158319950104,0.5760486721992493,0.11533816158771515,0.0003254202310927212
-41.09400177001953,-1.753999948501587,0.7241849303245544,6.092032432556152,0.14122769236564636,2.806931495666504,0.04693249985575676,0.004592944402247667
-41.09400177001953,-1.753999948501587,1.2773857116699219,2.6605782508850098,0.09329535812139511,0.02313319593667984,-0.12977640330791473,0.9953573346138
-41.09400177001953,-1.753999948501587,0.9803182482719421,5.613700866699219,0.14617463946342468,0.5479836463928223,0.09945084899663925,4.973671093466692e-05
-40.09400177001953,-3.753999948501587,0.3680405616760254,5.742411136627197,0.005092072766274214,3.1579959392547607,0.039907585829496384,0.15471290051937103
-40.09400177001953,-3.753999948501587,1.1263573169708252,3.7333731651306152,0.11246462911367416,0.05907634645700455,-0.45596742630004883,0.8452737331390381
-40.09400177001953,-3.753999948501587,0.8046767711639404,4.329336643218994,0.14500302076339722,0.101713627576828,0.40456339716911316,1.34091515064938e-05
-40.09400177001953,-2.753999948501587,1.1982712745666504,4.079391002655029,2.578603506088257,3.085998058319092,0.1392654925584793,0.004675641190260649
-40.09400177001953,-2.753999948501587,1.2203078269958496,2.971071243286133,0.10633043199777603,0.06245315447449684,-0.10695487260818481,0.9950947761535645
-40.09400177001953,-2.753999948501587,0.9248663187026978,6.052001953125,0.12051582336425781,0.6192516684532166,-0.11062945425510406,0.0002296071033924818
-40.09400177001953,-1.753999948501587,0.8538380861282349,3.253533363342285,0.11058853566646576,1.7442748546600342,0.014492866583168507,0.13441802561283112
-40.09400177001953,-1.753999948501587,1.3433823585510254,2.34736704826355,0.2570900321006775,0.028222842141985893,0.09083133190870285,0.862676739692688
-40.09400177001953,-1.753999948501587,0.9750190377235413,5.495370864868164,0.08633995056152344,0.054724715650081635,0.039038266986608505,0.0029051960445940495
-39.09400177001953,-3.753999948501587,0.5482174158096313,5.085024356842041,0.02201460674405098,3.583883762359619,0.06236754357814789,0.0037682820111513138
-39.09400177001953,-3.753999948501587,0.9869459271430969,3.476309061050415,0.04406213387846947,0.03519974648952484,-0.3356826603412628,0.9962283372879028
-39.09400177001953,-3.753999948501587,0.921970546245575,5.0569610595703125,0.21770015358924866,0.29810595512390137,0.30726462602615356,3.478587586869253e-06
-39.09400177001953,-2.753999948501587,1.3615683317184448,5.035849094390869,6.46702766418457,3.361297369003296,0.147628515958786,0.0024944900069385767
-39.09400177001953,-2.753999948501587,1.2719042301177979,2.945605754852295,0.1133943498134613,0.06952547281980515,-0.016842741519212723,0.9966643452644348
