x,y,mean_speed,mean_motion_angle,var_speed,var_motion_angle,coef,weight
-41.09400177001953,-2.753999948501587,1.512156367301941,2.346571207046509,3.8696441650390625,3.2021291255950928,-0.0439031720161438,0.004781709518283606
-41.09400177001953,-2.753999948501587,1.5166491270065308,3.082780122756958,0.1921093612909317,0.051473744213581085,-0.33709079027175903,0.9947341680526733
-41.09400177001953,-2.753999948501587,1.216875672340393,0.41284891963005066,0.458442747592926,0.5941346287727356,0.10947751998901367,0.00048421407700516284
-41.09400177001953,-1.753999948501587,0.671225905418396,0.2564021944999695,0.14843036234378815,2.944355010986328,0.033611055463552475,0.005199813283979893
-41.09400177001953,-1.753999948501587,1.1357793807983398,2.6357009410858154,0.06829000264406204,0.020492305979132652,-0.1431112140417099,0.994724690914154
-41.09400177001953,-1.753999948501587,0.9222506284713745,5.538667678833008,0.20803165435791016,0.7403249740600586,0.14162397384643555,7.544859545305371e-05
-40.09400177001953,-3.753999948501587,0.3545095920562744,6.0459370613098145,0.00548315467312932,5.420373916625977,0.038100261241197586,0.1295611411333084
-40.09400177001953,-3.753999948501587,0.9757019281387329,3.8593385219573975,0.05475764349102974,0.04607632756233215,-0.5195095539093018,0.8704223036766052
-40.09400177001953,-3.753999948501587,0.7907792329788208,4.088078498840332,0.16307829320430756,0.09505640715360641,0.4983413815498352,1.6608781152172014e-05
-40.09400177001953,-2.753999948501587,1.1678035259246826,4.742802143096924,2.6604864597320557,3.267159938812256,0.10357986390590668,0.0048712133429944515
-40.09400177001953,-2.753999948501587,1.0984655618667603,3.0032958984375,0.07769028097391129,0.06014488264918327,-0.1440725028514862,0.9946387410163879
-40.09400177001953,-2.753999948501587,0.8712050318717957,6.080552577972412,0.15312857925891876,0.6818142533302307,-0.09986921399831772,0.0004900987260043621
-40.09400177001953,-1.753999948501587,0.8354112505912781,3.5160717964172363,0.1286994367837906,1.9305286407470703,-0.01446572132408619,0.13193699717521667
-40.09400177001953,-1.753999948501587,1.163930892944336,2.3443470001220703,0.16484816372394562,0.02693432755768299,0.08132025599479675,0.8604408502578735
-40.09400177001953,-1.753999948501587,0.9078583717346191,5.460507392883301,0.11712850630283356,0.07544707506895065,0.08941467106342316,0.007622203323990107
-39.09400177001953,-3.753999948501587,0.5234246253967285,5.488895416259766,0.023199066519737244,5.000746250152588,0.05378066748380661,0.003213685704395175
-39.09400177001953,-3.753999948501587,0.8719767332077026,3.580531358718872,0.027479682117700577,0.0277726911008358,-0.417996883392334,0.9967832565307617
-39.09400177001953,-3.753999948501587,0.8964857459068298,4.850294589996338,0.27276355028152466,0.35647091269493103,0.3579555153846741,3.116282641713042e-06
